ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	LOAN	RID	SOURCE
1714	25_thecloud	the cloud	Duhumbi	Duh.	muk.pa	muk.pa	m u k + p a	chug1252	1489	27.416112	92.212034	89	TRUE	1036	LandB2017
1715	25_thecloud	the cloud	Khoina	Khn.	ʂ.ty	ʂ.ty	ʂ + t y	khoi1253	1489	27.334981	92.52994	927	FALSE	1037	LandB2017
1716	25_thecloud	the cloud	Jerigaon	Jer.	s.ty	s.ty	s + t y	jeri1243	1489	27.340629	92.486595	927	FALSE	1038	LandB2017
1717	25_thecloud	the cloud	Khoitam	Kht.	syŋ.ty	syŋ.ty	s y ŋ + t y	khoi1252	1489	27.327487	92.439455	927	FALSE	1039	LandB2017
1718	25_thecloud	the cloud	Rahung	Rah.	syn.ty	syn.ty	s y n + t y	rahu1234	1489	27.310778	92.395028	927	FALSE	1040	LandB2017
1719	25_thecloud	the cloud	Rupa	Rup.	s.ty	s.ty	s + t y	rupa1234	1489	27.203065	92.398757	927	FALSE	1041	LandB2017
1720	25_thecloud	the cloud	Shergaon	She.	sin.ti	sin.ti	s i n + t i	sher1261	1489	27.105018	92.272133	927	FALSE	1042	LandB2017
1721	25_thecloud	the cloud	BhutanTshangla	Tshangla	muk+pa	muk+pa	m u k + p a	tsha1245	1489	27.337241	91.551654	89	FALSE	1043	LandB2017
1258	32_thedaughter	the daughter	BuluPuroik	BP	a.də.meʔ	a.də.meʔ	a + d ə + m e ʔ	bulu1255	1357	27.452241	92.44563	1150	FALSE	1338	Lieberherr2017
1259	32_thedaughter	the daughter	DikhyangBugun	Bugun S-D	də.mi	də.mi	d ə + m i	dikh1234	1357	27.320666	92.455119	1150	FALSE	1339	LandB2017
1260	32_thedaughter	the daughter	Khispi	Khs.	da.mu	da.mu	d a + m u	lish1235	1357	27.378042	92.223221	1150	FALSE	1340	LandB2017
1261	32_thedaughter	the daughter	Duhumbi	Duh.	da.mu	da.mu	d a + m u	chug1252	1357	27.416112	92.212034	1150	FALSE	1341	LandB2017
1262	32_thedaughter	the daughter	Khoina	Khn.	a.də.my	a.də.my	a + d ə + m y	khoi1253	1357	27.334981	92.52994	1150	FALSE	1342	LandB2017
1263	32_thedaughter	the daughter	Jerigaon	Jer.	də.my	də.my	d ə + m y	jeri1243	1357	27.340629	92.486595	1150	FALSE	1343	LandB2017
1264	32_thedaughter	the daughter	Khoitam	Kht.	də.my	də.my	d ə + m y	khoi1252	1357	27.327487	92.439455	1150	FALSE	1344	LandB2017
1265	32_thedaughter	the daughter	Rahung	Rah.	də.my	də.my	d ə + m y	rahu1234	1357	27.310778	92.395028	1150	FALSE	1345	LandB2017
1266	32_thedaughter	the daughter	Rupa	Rup.	də.my	də.my	d ə + m y	rupa1234	1357	27.203065	92.398757	1150	FALSE	1346	LandB2017
1267	32_thedaughter	the daughter	Shergaon	She.	di.mi	di.mi	d i + m i	sher1261	1357	27.105018	92.272133	1150	FALSE	1347	LandB2017
1268	32_thedaughter	the daughter	BhutanTshangla	Tshangla	za+min	za+min	z a + m i n	tsha1245	1357	27.337241	91.551654	219	FALSE	1348	LandB2017
2365	33_thedew	the dew	Duhumbi	Duh.	nur	nur	n u r	chug1252	1977	27.416112	92.212034		FALSE	0	LandB2017
2366	33_thedew	the dew	Khoina	Khn.	nə+pʰlɑˀ	nə+pʰlɑˀ	n ə + pʰ l ɑˀ	khoi1253	1977	27.334981	92.52994		FALSE	0	LandB2017
2367	33_thedew	the dew	Khoitam	Kht.	syŋ+sỹ	syŋ+sỹ	s y ŋ + s ỹ	khoi1252	1977	27.327487	92.439455		FALSE	0	LandB2017
2368	33_thedew	the dew	Rahung	Rah.	syn+tsə+rỹ	syn+tsə+rỹ	s y n + ts ə + r ỹ	rahu1234	1977	27.310778	92.395028		FALSE	0	LandB2017
2369	33_thedew	the dew	Rupa	Rup.	sĩ	sĩ	s ĩ	rupa1234	1977	27.203065	92.398757		FALSE	0	LandB2017
2370	33_thedew	the dew	Shergaon	She.	kɛr	kɛr	k ɛ r	sher1261	1977	27.105018	92.272133		FALSE	0	LandB2017
2371	33_thedew	the dew	BhutanTshangla	Tshangla	ɲur	ɲur	ɲ u r	tsha1245	1977	27.337241	91.551654		FALSE	0	LandB2017
1269	37_thedog	the dog	BuluPuroik	BP	buu	buu	b uː	bulu1255	2009	27.452241	92.44563	119	FALSE	1534	Lieberherr2017
1270	37_thedog	the dog	DikhyangBugun	Bugun S-D	tɕɔj	tɕɔj	tɕ ɔ j	dikh1234	2009	27.320666	92.455119	10554	FALSE	1535	LandB2017
1271	37_thedog	the dog	Khispi	Khs.	wa.tʰi	wa.tʰi	w a + tʰ i	lish1235	2009	27.378042	92.223221	10554	FALSE	1536	LandB2017
1272	37_thedog	the dog	Duhumbi	Duh.	wa.tʰi	wa.tʰi	w a + tʰ i	chug1252	2009	27.416112	92.212034	10554	FALSE	1537	LandB2017
1273	37_thedog	the dog	Khoina	Khn.	bə.tʰa	bə.tʰa	b ə + tʰ a	khoi1253	2009	27.334981	92.52994	10554	FALSE	1538	LandB2017
1274	37_thedog	the dog	Jerigaon	Jer.	pʰ.tʰɛ	pʰ.tʰɛ	pʰ + tʰ ɛ	jeri1243	2009	27.340629	92.486595	10554	FALSE	1539	LandB2017
1275	37_thedog	the dog	Khoitam	Kht.	pʰ.tʰɛ	pʰ.tʰɛ	pʰ + tʰ ɛ	khoi1252	2009	27.327487	92.439455	10554	FALSE	1540	LandB2017
1276	37_thedog	the dog	Rahung	Rah.	pʰ.tʰɛ	pʰ.tʰɛ	pʰ + tʰ ɛ	rahu1234	2009	27.310778	92.395028	10554	FALSE	1541	LandB2017
1277	37_thedog	the dog	Rupa	Rup.	bə.tʰa	bə.tʰa	b ə + tʰ a	rupa1234	2009	27.203065	92.398757	10554	FALSE	1542	LandB2017
1278	37_thedog	the dog	Shergaon	She.	pʰ.tʰa	pʰ.tʰa	pʰ + tʰ a	sher1261	2009	27.105018	92.272133	10554	FALSE	1543	LandB2017
1279	37_thedog	the dog	BhutanTshangla	Tshangla	kʰu	kʰu	kʰ u	tsha1245	2009	27.337241	91.551654	2065	FALSE	1544	LandB2017
56	38_thedream	the dream	BuluPuroik	BP	ba	ba	b a	bulu1255	2374	27.452241	92.44563	10217	FALSE	1583	Lieberherr2017
57	38_thedream	the dream	DikhyangBugun	Bugun S-D	ə.bɔŋ.bɔŋ	ə.bɔŋ.bɔŋ	ə + b ɔ ŋ + b ɔ ŋ	dikh1234	2374	27.320666	92.455119	10217	FALSE	1584	LandB2017
58	38_thedream	the dream	Khispi	Khs.	bɛŋ.kʰan	bɛŋ.kʰan	b ɛ ŋ + kʰ a n	lish1235	2374	27.378042	92.223221	10217	FALSE	1585	LandB2017
59	38_thedream	the dream	Duhumbi	Duh.	bɛŋ.kʰan	bɛŋ.kʰan	b ɛ ŋ + kʰ a n	chug1252	2374	27.416112	92.212034	10217	FALSE	1586	LandB2017
60	38_thedream	the dream	Khoina	Khn.	bɛn	bɛn	b ɛ n	khoi1253	2374	27.334981	92.52994	10217	FALSE	1587	LandB2017
61	38_thedream	the dream	Jerigaon	Jer.	bɛn	bɛn	b ɛ n	jeri1243	2374	27.340629	92.486595	10217	FALSE	1588	LandB2017
62	38_thedream	the dream	Khoitam	Kht.	ban	ban	b a n	khoi1252	2374	27.327487	92.439455	10217	FALSE	1589	LandB2017
63	38_thedream	the dream	Rahung	Rah.	bɛn	bɛn	b ɛ n	rahu1234	2374	27.310778	92.395028	10217	FALSE	1590	LandB2017
64	38_thedream	the dream	Rupa	Rup.	ban	ban	b a n	rupa1234	2374	27.203065	92.398757	10217	FALSE	1591	LandB2017
65	38_thedream	the dream	Shergaon	She.	ban	ban	b a n	sher1261	2374	27.105018	92.272133	10217	FALSE	1592	LandB2017
66	38_thedream	the dream	BhutanTshangla	Tshangla	mɔŋ+ɕi	mɔŋ+ɕi	m ɔ ŋ + ɕ i	tsha1245	2374	27.337241	91.551654	10217	FALSE	1593	LandB2017
2278	41_thedust	the dust	BuluPuroik	BP	mə.hjɛN.moʔ	mə.hjɛn.moʔ	m ə + h j ɛ n + m o ʔ	bulu1255	2	27.452241	92.44563	897	FALSE	1733	Lieberherr2017
2279	41_thedust	the dust	DikhyangBugun	Bugun S-D	ɲa.pʰlap	ɲa.pʰlap	ɲ a + pʰ l a p	dikh1234	2	27.320666	92.455119	911	FALSE	1734	LandB2017
2280	41_thedust	the dust	Khispi	Khs.	ɲɔk.ma	ɲɔk.ma	ɲ ɔ k + m a	lish1235	2	27.378042	92.223221	1013	FALSE	1735	LandB2017
2281	41_thedust	the dust	Duhumbi	Duh.	duj.pa	duj.pa	d u j + p a	chug1252	2	27.416112	92.212034	507	TRUE	1736	LandB2017
2282	41_thedust	the dust	Khoina	Khn.	dʑa.pʰluˀ	dʑa.pʰluˀ	dʑ a + pʰ l uˀ	khoi1253	2	27.334981	92.52994	911	FALSE	1737	LandB2017
2283	41_thedust	the dust	Jerigaon	Jer.	tɕʰa.pʰluˀ	tɕʰa.pʰluˀ	tɕʰ a + pʰ l uˀ	jeri1243	2	27.340629	92.486595	911	FALSE	1738	LandB2017
2284	41_thedust	the dust	Khoitam	Kht.	dy.pɔˀ	dy.pɔˀ	d y + p ɔˀ	khoi1252	2	27.327487	92.439455	507	TRUE	1739	LandB2017
2285	41_thedust	the dust	Rahung	Rah.	dy.pɔˀ	dy.pɔˀ	d y + p ɔˀ	rahu1234	2	27.310778	92.395028	507	TRUE	1740	LandB2017
2286	41_thedust	the dust	Rupa	Rup.	bla.sɔˀ	bla.sɔˀ	b l a + s ɔˀ	rupa1234	2	27.203065	92.398757	912	TRUE	1741	LandB2017
2287	41_thedust	the dust	Shergaon	She.	bla.sɔˀ	bla.sɔˀ	b l a + s ɔˀ	sher1261	2	27.105018	92.272133	912	TRUE	1742	LandB2017
2288	41_thedust	the dust	BhutanTshangla	Tshangla	pʰur+ʦi	pʰur+ʦi	pʰ u r + ts i	tsha1245	2	27.337241	91.551654	10348	FALSE	1743	LandB2017
122	42_theear	the ear	BuluPuroik	BP	a.kuĩ	a.kuĩ	a + k u/w ĩ	bulu1255	1247	27.452241	92.44563	913	FALSE	1783	Lieberherr2017
123	42_theear	the ear	DikhyangBugun	Bugun S-D	kʰɔ̃	kʰɔ̃	kʰ ɔ̃	dikh1234	1247	27.320666	92.455119	913	FALSE	1784	LandB2017
124	42_theear	the ear	Khispi	Khs.	kʰu.tʰuŋ	kʰu.tʰuŋ	kʰ u + tʰ u ŋ	lish1235	1247	27.378042	92.223221	917	FALSE	1785	LandB2017
125	42_theear	the ear	Duhumbi	Duh.	kʰu.tʰuŋ	kʰu.tʰuŋ	kʰ u + tʰ u ŋ	chug1252	1247	27.416112	92.212034	917	FALSE	1786	LandB2017
126	42_theear	the ear	Khoina	Khn.	ga.tʰyŋ	ga.tʰyŋ	g a + tʰ y ŋ	khoi1253	1247	27.334981	92.52994	917	FALSE	1787	LandB2017
127	42_theear	the ear	Jerigaon	Jer.	kʰ.tʰyŋ.lɛˀ	kʰ.tʰyŋ.lɛˀ	kʰ + tʰ y ŋ + l ɛˀ	jeri1243	1247	27.340629	92.486595	917	FALSE	1788	LandB2017
128	42_theear	the ear	Khoitam	Kht.	kʰ.tʰyŋ	kʰ.tʰyŋ	kʰ + tʰ y ŋ	khoi1252	1247	27.327487	92.439455	917	FALSE	1789	LandB2017
129	42_theear	the ear	Rahung	Rah.	kʰ.tʰyŋ	kʰ.tʰyŋ	kʰ + tʰ y ŋ	rahu1234	1247	27.310778	92.395028	917	FALSE	1790	LandB2017
130	42_theear	the ear	Rupa	Rup.	gə.tʰyŋ	gə.tʰyŋ	g ə + tʰ y ŋ	rupa1234	1247	27.203065	92.398757	917	FALSE	1791	LandB2017
131	42_theear	the ear	Shergaon	She.	kʰə.tʰuŋ.lap	kʰə.tʰuŋ.lap	kʰ ə + tʰ u ŋ + l a p	sher1261	1247	27.105018	92.272133	917	FALSE	1792	LandB2017
132	42_theear	the ear	BhutanTshangla	Tshangla	na	na	n a	tsha1245	1247	27.337241	91.551654	32	FALSE	1793	LandB2017
2161	44_theearthsoil	the earth (soil)	BuluPuroik	BP	mə.hjɛN	mə.hjɛn	m ə + h j ɛ n	bulu1255	1228	27.452241	92.44563		FALSE	1830	Lieberherr2017
2162	44_theearthsoil	the earth (soil)	DikhyangBugun	Bugun S-D	ɲak	ɲak	ɲ a k	dikh1234	1228	27.320666	92.455119	921	FALSE	1831	LandB2017
2163	44_theearthsoil	the earth (soil)	Khispi	Khs.	sa	sa	s a	lish1235	1228	27.378042	92.223221	373	TRUE	1832	LandB2017
2164	44_theearthsoil	the earth (soil)	Duhumbi	Duh.	sa	sa	s a	chug1252	1228	27.416112	92.212034	373	TRUE	1833	LandB2017
2165	44_theearthsoil	the earth (soil)	Khoina	Khn.	sɑˀ	sɑˀ	s ɑˀ	khoi1253	1228	27.334981	92.52994	373	TRUE	1834	LandB2017
2166	44_theearthsoil	the earth (soil)	Jerigaon	Jer.	saˀ	saˀ	s aˀ	jeri1243	1228	27.340629	92.486595	373	TRUE	1835	LandB2017
2167	44_theearthsoil	the earth (soil)	Khoitam	Kht.	sɔˀ	sɔˀ	s ɔˀ	khoi1252	1228	27.327487	92.439455	373	TRUE	1836	LandB2017
2168	44_theearthsoil	the earth (soil)	Rahung	Rah.	sɔˀ	sɔˀ	s ɔˀ	rahu1234	1228	27.310778	92.395028	373	TRUE	1837	LandB2017
2169	44_theearthsoil	the earth (soil)	Rupa	Rup.	sɔˀ	sɔˀ	s ɔˀ	rupa1234	1228	27.203065	92.398757	373	TRUE	1838	LandB2017
2170	44_theearthsoil	the earth (soil)	Shergaon	She.	sɔˀ	sɔˀ	s ɔˀ	sher1261	1228	27.105018	92.272133	373	TRUE	1839	LandB2017
2171	44_theearthsoil	the earth (soil)	BhutanTshangla	Tshangla	sa	sa	s a	tsha1245	1228	27.337241	91.551654	373	FALSE	1840	LandB2017
2215	45_theearthworm	the earthworm	BuluPuroik	BP	tam.tʰii	tam.tʰii	t a m + tʰ iː	bulu1255	2350	27.452241	92.44563	1158	FALSE	1877	Lieberherr2017
2216	45_theearthworm	the earthworm	DikhyangBugun	Bugun S-D	ta.tʰi	ta.tʰi	t a + tʰ i	dikh1234	2350	27.320666	92.455119	1158	FALSE	1878	LandB2017
2217	45_theearthworm	the earthworm	Khispi	Khs.	ɕa.la pʰu.tʰin	ɕa.la_pʰu.tʰin	ɕ a + l a + pʰ u + tʰ i n	lish1235	2350	27.378042	92.223221	923	FALSE	1879	LandB2017
2218	45_theearthworm	the earthworm	Duhumbi	Duh.	nam.tsʰe.raŋ	nam.tsʰe.raŋ	n a m + tsʰ e + r a ŋ	chug1252	2350	27.416112	92.212034	922	FALSE	1880	LandB2017
2219	45_theearthworm	the earthworm	Khoina	Khn.	tʰaˀ.kʰ.la	tʰaˀ.kʰ.la	tʰ aˀ + kʰ + l a	khoi1253	2350	27.334981	92.52994	930	FALSE	1881	LandB2017
2220	45_theearthworm	the earthworm	Jerigaon	Jer.	tʰ.lak.kʰ.la	tʰ.lak.kʰ.la	tʰ + l a k + kʰ + l a	jeri1243	2350	27.340629	92.486595	930	FALSE	1882	LandB2017
2221	45_theearthworm	the earthworm	Khoitam	Kht.	pʰ.tʰaŋ.hɔ̃	pʰ.tʰaŋ.hɔ̃	pʰ + tʰ a ŋ + h ɔ̃	khoi1252	2350	27.327487	92.439455	935	FALSE	1883	LandB2017
2222	45_theearthworm	the earthworm	Rahung	Rah.	pʰy dɔ̃.hɔ̃	pʰy_dɔ̃.hɔ̃	pʰ y + d ɔ̃ + h ɔ̃	rahu1234	2350	27.310778	92.395028	925	FALSE	1884	LandB2017
2223	45_theearthworm	the earthworm	Rupa	Rup.	tə.hɔ̃	tə.hɔ̃	t ə + h ɔ̃	rupa1234	2350	27.203065	92.398757	1158	FALSE	1885	LandB2017
2224	45_theearthworm	the earthworm	Shergaon	She.	graŋ.bi	graŋ.bi	g r a ŋ + b i	sher1261	2350	27.105018	92.272133	926	TRUE	1886	LandB2017
2225	45_theearthworm	the earthworm	BhutanTshangla	Tshangla	jiŋ+bu	jiŋ+bu	j i ŋ + b u	tsha1245	2350	27.337241	91.551654	278	FALSE	1887	LandB2017
381	47_theegg	the egg	BuluPuroik	BP	a.wuN	a.wuŋ	a + w u ŋ	bulu1255	744	27.452241	92.44563	850	FALSE	1967	Lieberherr2017
382	47_theegg	the egg	DikhyangBugun	Bugun S-D	ə.ri	ə.ri	ə + r i	dikh1234	744	27.320666	92.455119	3399	FALSE	1968	LandB2017
383	47_theegg	the egg	Khispi	Khs.	ɔ.gɔŋ	ɔ.gɔŋ	ɔ + g ɔ ŋ	lish1235	744	27.378042	92.223221	850	FALSE	1969	LandB2017
384	47_theegg	the egg	Duhumbi	Duh.	hɔj.dʑɔŋ	hɔj.dʑɔŋ	h ɔ j + dʑ ɔ ŋ	chug1252	744	27.416112	92.212034	850	FALSE	1970	LandB2017
385	47_theegg	the egg	Khoina	Khn.	a.juŋ	a.juŋ	a + j u ŋ	khoi1253	744	27.334981	92.52994	850	FALSE	1971	LandB2017
386	47_theegg	the egg	Jerigaon	Jer.	a.juŋ	a.juŋ	a + j u ŋ	jeri1243	744	27.340629	92.486595	850	FALSE	1972	LandB2017
387	47_theegg	the egg	Khoitam	Kht.	a.juŋ	a.juŋ	a + j u ŋ	khoi1252	744	27.327487	92.439455	850	FALSE	1973	LandB2017
388	47_theegg	the egg	Rahung	Rah.	a.juŋ	a.juŋ	a + j u ŋ	rahu1234	744	27.310778	92.395028	850	FALSE	1974	LandB2017
389	47_theegg	the egg	Rupa	Rup.	a.juŋ	a.juŋ	a + j u ŋ	rupa1234	744	27.203065	92.398757	850	FALSE	1975	LandB2017
390	47_theegg	the egg	Shergaon	She.	kʰlɔm	kʰlɔm	kʰ l ɔ m	sher1261	744	27.105018	92.272133	1859	TRUE	1976	LandB2017
391	47_theegg	the egg	BhutanTshangla	Tshangla	go+tʰam	go+tʰam	g o + tʰ a m	tsha1245	744	27.337241	91.551654	850	FALSE	1977	LandB2017
1291	49_theeye	the eye	BuluPuroik	BP	a.kəm	a.kəm	a + k ə m	bulu1255	1248	27.452241	92.44563	10351	FALSE	2060	Lieberherr2017
1292	49_theeye	the eye	DikhyangBugun	Bugun S-D	mʲɛk	mʲɛk	m j ɛ k	dikh1234	1248	27.320666	92.455119	4	FALSE	2061	LandB2017
1293	49_theeye	the eye	Khispi	Khs.	kʰu.mɔ	kʰu.mɔ	kʰ u + m ɔ	lish1235	1248	27.378042	92.223221	2107	FALSE	2062	LandB2017
1294	49_theeye	the eye	Duhumbi	Duh.	kʰum	kʰum	kʰ u m	chug1252	1248	27.416112	92.212034	2107	FALSE	2063	LandB2017
1295	49_theeye	the eye	Khoina	Khn.	ga.by	ga.by	g a + b y	khoi1253	1248	27.334981	92.52994	2107	FALSE	2064	LandB2017
1296	49_theeye	the eye	Jerigaon	Jer.	kʰa.by	kʰa.by	kʰ a + b y	jeri1243	1248	27.340629	92.486595	2107	FALSE	2065	LandB2017
1297	49_theeye	the eye	Khoitam	Kht.	kʰa.by	kʰa.by	kʰ a + b y	khoi1252	1248	27.327487	92.439455	2107	FALSE	2066	LandB2017
1298	49_theeye	the eye	Rahung	Rah.	kʰa.by	kʰa.by	kʰ a + b y	rahu1234	1248	27.310778	92.395028	2107	FALSE	2067	LandB2017
1299	49_theeye	the eye	Rupa	Rup.	kʰa.by	kʰa.by	kʰ a + b y	rupa1234	1248	27.203065	92.398757	2107	FALSE	2068	LandB2017
1300	49_theeye	the eye	Shergaon	She.	kʰi.bi	kʰi.bi	kʰ i + b i	sher1261	1248	27.105018	92.272133	2107	FALSE	2069	LandB2017
1301	49_theeye	the eye	BhutanTshangla	Tshangla	miŋ	miŋ	m i ŋ	tsha1245	1248	27.337241	91.551654	4	FALSE	2070	LandB2017
1302	51_thefather	the father	BuluPuroik	BP	a.pɔɔ	a.pɔɔ	a + p ɔː	bulu1255	1217	27.452241	92.44563	107	FALSE	2155	Lieberherr2017
1303	51_thefather	the father	DikhyangBugun	Bugun S-D	a.pʰua	a.pʰua	a + pʰ u/w a	dikh1234	1217	27.320666	92.455119	107	FALSE	2156	LandB2017
1304	51_thefather	the father	Khispi	Khs.	a.ba	a.ba	a + b a	lish1235	1217	27.378042	92.223221	107	FALSE	2157	LandB2017
1305	51_thefather	the father	Duhumbi	Duh.	a.pa	a.pa	a + p a	chug1252	1217	27.416112	92.212034	107	FALSE	2158	LandB2017
1306	51_thefather	the father	Khoina	Khn.	a.bɔ	a.bɔ	a + b ɔ	khoi1253	1217	27.334981	92.52994	107	FALSE	2159	LandB2017
1307	51_thefather	the father	Jerigaon	Jer.	a.bɔ	a.bɔ	a + b ɔ	jeri1243	1217	27.340629	92.486595	107	FALSE	2160	LandB2017
1308	51_thefather	the father	Khoitam	Kht.	a.bɔ	a.bɔ	a + b ɔ	khoi1252	1217	27.327487	92.439455	107	FALSE	2161	LandB2017
1309	51_thefather	the father	Rahung	Rah.	a.bo	a.bo	a + b o	rahu1234	1217	27.310778	92.395028	107	FALSE	2162	LandB2017
1310	51_thefather	the father	Rupa	Rup.	a.bɔ	a.bɔ	a + b ɔ	rupa1234	1217	27.203065	92.398757	107	FALSE	2163	LandB2017
1311	51_thefather	the father	Shergaon	She.	a.tɕʰi	a.tɕʰi	a + tɕʰ i	sher1261	1217	27.105018	92.272133	139	TRUE	2164	LandB2017
1312	51_thefather	the father	BhutanTshangla	Tshangla	a.pu	a.pu	a + p u	tsha1245	1217	27.337241	91.551654		FALSE	0	LandB2017
2383	52_thefeather	the feather	BuluPuroik	BP	a.mɨn	a.mɨn	a + m ɨ n	bulu1255	1201	27.452241	92.44563		FALSE	0	Lieberherr2017
2384	52_thefeather	the feather	DikhyangBugun	Bugun S-D	i.man	i.man	i + m a n	dikh1234	1201	27.320666	92.455119		FALSE	0	LandB2017
2385	52_thefeather	the feather	Khispi	Khs.	mul	mul	m u l	lish1235	1201	27.378042	92.223221		FALSE	0	LandB2017
2386	52_thefeather	the feather	Duhumbi	Duh.	pu	pu	p u	chug1252	1201	27.416112	92.212034		FALSE	0	LandB2017
2387	52_thefeather	the feather	Khoina	Khn.	a.miŋ	a.miŋ	a + m i ŋ	khoi1253	1201	27.334981	92.52994		FALSE	0	LandB2017
2388	52_thefeather	the feather	Jerigaon	Jer.	a.miŋ	a.miŋ	a + m i ŋ	jeri1243	1201	27.340629	92.486595		FALSE	0	LandB2017
2389	52_thefeather	the feather	Khoitam	Kht.	a.miŋ	a.miŋ	a + m i ŋ	khoi1252	1201	27.327487	92.439455		FALSE	0	LandB2017
2390	52_thefeather	the feather	Rahung	Rah.	a.miŋ	a.miŋ	a + m i ŋ	rahu1234	1201	27.310778	92.395028		FALSE	0	LandB2017
2391	52_thefeather	the feather	Rupa	Rup.	a.min	a.min	a + m i n	rupa1234	1201	27.203065	92.398757		FALSE	0	LandB2017
2392	52_thefeather	the feather	Shergaon	She.	a.min	a.min	a + m i n	sher1261	1201	27.105018	92.272133		FALSE	0	LandB2017
2393	52_thefeather	the feather	BhutanTshangla	Tshangla	pu	pu	p u	tsha1245	1201	27.337241	91.551654		FALSE	0	LandB2017
45	54_thefire	the fire	BuluPuroik	BP	bɛɛ	bɛɛ	b ɛː	bulu1255	221	27.452241	92.44563	1746	FALSE	2254	Lieberherr2017
46	54_thefire	the fire	DikhyangBugun	Bugun S-D	boɛ	boɛ	b oɛ	dikh1234	221	27.320666	92.455119	1746	FALSE	2255	LandB2017
47	54_thefire	the fire	Khispi	Khs.	bɛj	bɛj	b ɛ j	lish1235	221	27.378042	92.223221	1746	FALSE	2256	LandB2017
48	54_thefire	the fire	Duhumbi	Duh.	bɛj	bɛj	b ɛ j	chug1252	221	27.416112	92.212034	1746	FALSE	2257	LandB2017
49	54_thefire	the fire	Khoina	Khn.	ba	ba	b a	khoi1253	221	27.334981	92.52994	1746	FALSE	2258	LandB2017
50	54_thefire	the fire	Jerigaon	Jer.	bɛ	bɛ	b ɛ	jeri1243	221	27.340629	92.486595	1746	FALSE	2259	LandB2017
51	54_thefire	the fire	Khoitam	Kht.	bɛ	bɛ	b ɛ	khoi1252	221	27.327487	92.439455	1746	FALSE	2260	LandB2017
52	54_thefire	the fire	Rahung	Rah.	bɛ	bɛ	b ɛ	rahu1234	221	27.310778	92.395028	1746	FALSE	2261	LandB2017
53	54_thefire	the fire	Rupa	Rup.	ba	ba	b a	rupa1234	221	27.203065	92.398757	1746	FALSE	2262	LandB2017
54	54_thefire	the fire	Shergaon	She.	ba	ba	b a	sher1261	221	27.105018	92.272133	1746	FALSE	2263	LandB2017
55	54_thefire	the fire	BhutanTshangla	Tshangla	mi	mi	m i	tsha1245	221	27.337241	91.551654	1746	FALSE	2264	LandB2017
557	56_thefish	the fish	BuluPuroik	BP	ʧui	ʧui	tʃ u j	bulu1255	227	27.452241	92.44563	804	FALSE	2303	Lieberherr2017
558	56_thefish	the fish	DikhyangBugun	Bugun S-D	ũə	ũə	ũə	dikh1234	227	27.320666	92.455119	186	FALSE	2304	LandB2017
559	56_thefish	the fish	Khispi	Khs.	ŋa	ŋa	ŋ a	lish1235	227	27.378042	92.223221	186	FALSE	2305	LandB2017
560	56_thefish	the fish	Duhumbi	Duh.	ŋa	ŋa	ŋ a	chug1252	227	27.416112	92.212034	186	FALSE	2306	LandB2017
561	56_thefish	the fish	Khoina	Khn.	nuˀ	nuˀ	n uˀ	khoi1253	227	27.334981	92.52994	186	FALSE	2307	LandB2017
562	56_thefish	the fish	Jerigaon	Jer.	nuˀ	nuˀ	n uˀ	jeri1243	227	27.340629	92.486595	186	FALSE	2308	LandB2017
563	56_thefish	the fish	Khoitam	Kht.	nuŋ	nuŋ	n u ŋ	khoi1252	227	27.327487	92.439455	186	FALSE	2309	LandB2017
564	56_thefish	the fish	Rahung	Rah.	nuŋ	nuŋ	n u ŋ	rahu1234	227	27.310778	92.395028	186	FALSE	2310	LandB2017
565	56_thefish	the fish	Rupa	Rup.	ɲuˀ	ɲuˀ	ɲ uˀ	rupa1234	227	27.203065	92.398757	186	FALSE	2311	LandB2017
566	56_thefish	the fish	Shergaon	She.	ɲuˀ	ɲuˀ	ɲ uˀ	sher1261	227	27.105018	92.272133	186	FALSE	2312	LandB2017
567	56_thefish	the fish	BhutanTshangla	Tshangla	ŋa	ŋa	ŋ a	tsha1245	227	27.337241	91.551654	186	FALSE	2313	LandB2017
2449	58_theflea	the flea	BuluPuroik	BP	sə+wiʔ	sə+wiʔ	s ə + w i ʔ	bulu1255	232	27.452241	92.44563		FALSE	0	Lieberherr2017
2450	58_theflea	the flea	Khispi	Khs.	pʰo+be	pʰo+be	pʰ o + b e	lish1235	232	27.378042	92.223221		FALSE	0	LandB2017
2451	58_theflea	the flea	Duhumbi	Duh.	pʰo+bja	pʰo+bja	pʰ o + b j a	chug1252	232	27.416112	92.212034		FALSE	0	LandB2017
2452	58_theflea	the flea	BhutanTshangla	Tshangla	ɲɛp+taŋ	ɲɛp+taŋ	ɲ ɛ p + t a ŋ	tsha1245	232	27.337241	91.551654		FALSE	0	LandB2017
2267	61_theflower	the flower	BuluPuroik	BP	a.buɛN	a.buɛn	a + b u/w ɛ n	bulu1255	239	27.452241	92.44563	10205	FALSE	2435	Lieberherr2017
2268	61_theflower	the flower	DikhyangBugun	Bugun S-D	ə.bua	ə.bua	ə + b u/w a	dikh1234	239	27.320666	92.455119	10205	FALSE	2436	LandB2017
